airline_sentiment,sentiment_confidence,text,clean_text
negative,1.0,"@AmericanAir i ordered it as i always do. But on a 9hour flight delayed for 4 hours, it was worse than ever before when you forgot my meal.","i ordered it as i always do. But on a 9hour flight delayed for 4 hours, it was worse than ever before when you forgot my meal."
negative,1.0,@USAirways The automated message isn't helpful and it's impossible to speak with a human right now. Desperately need our luggage :(,The automated message isn't helpful and it's impossible to speak with a human right now. Desperately need our luggage :(
negative,1.0,"@JetBlue can't link my flight from last week to my TruBlue account and 1800 num isn't answering..don't make me fly @Delta again, dont do it!","can't link my flight from last week to my TruBlue account and 1800 num isn't answering..don't make me fly again, dont do it!"
positive,1.0,@SouthwestAir much respect!,much respect!
negative,1.0,"@JetBlue - I did, but since I was stranded in SYR without a ride I missed the window of opportunity to have rights in this matter. (4 hours)","- I did, but since I was stranded in SYR without a ride I missed the window of opportunity to have rights in this matter. (4 hours)"
negative,1.0,@JetBlue there were seats but after waiting on hold for 20 minutes they were gone-now she has to stay another night in charleston-very pricy,there were seats but after waiting on hold for 20 minutes they were gone-now she has to stay another night in charleston-very pricy
negative,1.0,@AmericanAir the most stressful morning and still had to pay to check a bag. LAX is a madhouse with a lot of angry customers. Yikes,the most stressful morning and still had to pay to check a bag. LAX is a madhouse with a lot of angry customers. Yikes
neutral,0.6923,"@JetBlue For my Grandma Ella's 80th, she would love a birthday greeting from your flight crew! She was a stewardess for Eastern Airlines.","For my Grandma Ella's 80th, she would love a birthday greeting from your flight crew! She was a stewardess for Eastern Airlines."
negative,1.0,@united  Serious firing needs to happen at HNL. They broke the wheelchair you loaned me after you broke mine! http://t.co/bT37KyrByJ,Serious firing needs to happen at HNL. They broke the wheelchair you loaned me after you broke mine!
positive,1.0,@AmericanAir Aww Thanks AA..DFW was on GMA up here this AM..so i understand ..Btw A.A is my Airline when im able to trv..Love you guys.:),Aww Thanks AA..DFW was on GMA up here this AM..so i understand ..Btw A.A is my Airline when im able to trv..Love you guys.:)
neutral,1.0,@JetBlue's CEO Battles to Appease Passengers and Wall Street - http://t.co/E5NaxBUe4s http://t.co/E1Mex0t6Q5,'s CEO Battles to Appease Passengers and Wall Street -
negative,1.0,"@SouthwestAir my wife has now been on hold for 90 minutes....I get weather is bad, but this is insane. #customerservice #customerloyalty","my wife has now been on hold for 90 minutes....I get weather is bad, but this is insane. #customerservice #customerloyalty"
negative,0.6791,@VirginAmerica Flight from BOS &gt; LAS tomorrow was Cancelled Flightled. No notification; wait times are 1+ hour. Will you rebook on another airline?,Flight from BOS > LAS tomorrow was Cancelled Flightled. No notification; wait times are 1+ hour. Will you rebook on another airline?
positive,1.0,@SouthwestAir nice work on the update!,nice work on the update!
positive,1.0,@JetBlue Thank you for the service credit. And to @PamGrout for positive thoughts.,Thank you for the service credit. And to for positive thoughts.
negative,1.0,@USAirways i've been on hold for an hour trying to change my flight!!! COME ON,i've been on hold for an hour trying to change my flight!!! COME ON
positive,1.0,@SouthwestAir @FortuneMagazine Congrats!,Congrats!
neutral,0.6745,@united traveling with 3 young kids!! Chose our original flights for a reason.,traveling with 3 young kids!! Chose our original flights for a reason.
neutral,1.0,@AmericanAir well we cleared customs in AUH. I need to get to IAH after I arrive in DFW. Is it possible to retrieve my luggage in IAD?,well we cleared customs in AUH. I need to get to IAH after I arrive in DFW. Is it possible to retrieve my luggage in IAD?
neutral,0.6874,@JetBlue imma need the hook up tho,imma need the hook up tho
negative,1.0,@USAirways is moving the plane to the end of the runway for us to sit on it for an hour and a half. They didn't even let us off.,is moving the plane to the end of the runway for us to sit on it for an hour and a half. They didn't even let us off.
neutral,1.0,@USAirways Can you provide me with info about checking strollers and car seats?  Costs?  Restrictions?  Need to bring 2 seats 1 stroller.,Can you provide me with info about checking strollers and car seats? Costs? Restrictions? Need to bring 2 seats 1 stroller.
positive,1.0,"@United Bringing your ""A"" game with premium cabin dining. Nice! https://t.co/zgOQoxjBQY","Bringing your ""A"" game with premium cabin dining. Nice!"
negative,0.6754,@JetBlue Not really. I have a flight to catch at 1 pm in Vegas. I'm praying I don't miss the flight!,Not really. I have a flight to catch at 1 pm in Vegas. I'm praying I don't miss the flight!
negative,1.0,"@SouthwestAir Yes - with extra $77. I wonder what are you going yo loose, if there is room.","Yes - with extra $77. I wonder what are you going yo loose, if there is room."
negative,1.0,"@USAirways truly been the worst experience this weekend. Delayed, rerouted 3x, now not boarding A 715 flight and says flight is ""on time""","truly been the worst experience this weekend. Delayed, rerouted 3x, now not boarding A 715 flight and says flight is ""on time"""
neutral,0.6616,@AmericanAir have your experts seen this? this is right at RDU airport. http://t.co/mPliO6DYgn,have your experts seen this? this is right at RDU airport.
positive,1.0,@united. You guys made my day. Treated me well. Thank you!!!,. You guys made my day. Treated me well. Thank you!!!
negative,1.0,@AmericanAir thx for losing my bag. How hard is it to care for a bag w PRIORITY on it?why do u cont to not care for EP's?,thx for losing my bag. How hard is it to care for a bag w PRIORITY on it?why do u cont to not care for EP's?
neutral,0.6667,@AmericanAir can you use the aa credit platinum select world mastercard for Alaska flights?  Or just american?,can you use the aa credit platinum select world mastercard for Alaska flights? Or just american?
neutral,0.6779,@AmericanAir and then wanted to change it to BA for Avios.,and then wanted to change it to BA for Avios.
neutral,0.6723,@JetBlue what is the Mosiac 800 #?,what is the Mosiac 800 #?
neutral,1.0,@JetBlue Just signed up for TrueBlue and booked a flight but keep getting an error when I try to link it to my TB account. What's the deal?,Just signed up for TrueBlue and booked a flight but keep getting an error when I try to link it to my TB account. What's the deal?
neutral,0.6648,@SouthwestAir thanks for linking to #Passbook. Might be old news but this is my first 2015 flight.,thanks for linking to #Passbook. Might be old news but this is my first 2015 flight.
positive,1.0,"@SouthwestAir big thanks to your team. family emerg, same day ticket, experience was excellent. 1st time flying with yall, not my last!","big thanks to your team. family emerg, same day ticket, experience was excellent. 1st time flying with yall, not my last!"
negative,1.0,“@USAirways: @TMadCLE We don't like to hear this. We're sorry that it's taking so long to get through.” Stop sending generic responses,“: We don't like to hear this. We're sorry that it's taking so long to get through.” Stop sending generic responses
positive,0.6536,@SouthwestAir is hosting an @TheAcademy party in the terminal in Atlanta. #peanutsonaplatter,is hosting an party in the terminal in Atlanta. #peanutsonaplatter
neutral,1.0,"@united I tried.   We were hung up on, twice. After speaking with someone, then put on hold for 45 minutes.  No resolution.","I tried. We were hung up on, twice. After speaking with someone, then put on hold for 45 minutes. No resolution."
negative,0.6735,@SouthwestAir flt 648 from Buf to MCO. Conf#FGKXV5. Please also look into reimburse for car 587701925COUNT that I had to Cancelled Flight,flt 648 from Buf to MCO. Conf#FGKXV5. Please also look into reimburse for car 587701925COUNT that I had to Cancelled Flight
negative,1.0,@AmericanAir you cxl both my flights to/from DFW to CLL w/o notice then treat me like trash on the phone and offer no compensation? WTH?,you cxl both my flights to/from DFW to CLL w/o notice then treat me like trash on the phone and offer no compensation? WTH?
negative,1.0,@jetblue terrible landing on 915,terrible landing on 915
neutral,1.0,@JetBlue  anywhere... away from this snow globe to warmth sand and palm trees..,anywhere... away from this snow globe to warmth sand and palm trees..
negative,1.0,@JetBlue I knew the 3-4 hours sounded odd; missed a flight we hit JFK an hour early for and your gate  attendant told us 3-4 :(,I knew the 3-4 hours sounded odd; missed a flight we hit JFK an hour early for and your gate attendant told us 3-4 :(
negative,1.0,@AmericanAir Need to go frm TPA to MCI tmrw &amp; my connection thru DFW is Cancelled Flightled. Can u connect me thru a diff city? Been on hold for 2 hrs,Need to go frm TPA to MCI tmrw & my connection thru DFW is Cancelled Flightled. Can u connect me thru a diff city? Been on hold for 2 hrs
negative,1.0,@United my flight from MCO has been delayed &amp; scheduled to arrive after my connection departs. What options do I have?,my flight from MCO has been delayed & scheduled to arrive after my connection departs. What options do I have?
negative,1.0,@JetBlue #fail My wife on the phone asking to switch flight times. In mid switch gets disconnected. Now Cancelled Flightled! No new time! No call back,#fail My wife on the phone asking to switch flight times. In mid switch gets disconnected. Now Cancelled Flightled! No new time! No call back
negative,0.6856,"@JetBlue then this agent demanded I remove my old luggage tag, every other airport the JB agent politely handles it","then this agent demanded I remove my old luggage tag, every other airport the JB agent politely handles it"
negative,1.0,@JetBlue that is my point! They are only offering me a flight the next day and expect me to now pay for a hotel because they Cancelled Flightled.,that is my point! They are only offering me a flight the next day and expect me to now pay for a hotel because they Cancelled Flightled.
positive,0.656,@united ooh thanks!,ooh thanks!
negative,1.0,"@AmericanAir @sa_craig no, not helped one bit. actually ended up driving home due to extreme disorganization and lack of communication.","no, not helped one bit. actually ended up driving home due to extreme disorganization and lack of communication."
negative,1.0,@united booked flights for 2 for $779. Was charged $389.50 twice. Means I can't redeem CC points properly. Would have gone elsewhere.,booked flights for 2 for $779. Was charged $389.50 twice. Means I can't redeem CC points properly. Would have gone elsewhere.
neutral,0.6544,"@USAirways Yes, I get that. I’m asking: Specifically, what will you do with the feedback I’ve given you?","Yes, I get that. I’m asking: Specifically, what will you do with the feedback I’ve given you?"
positive,1.0,@united Thank you for the cheese platter and abundance of entertainment options. Time just flew by.,Thank you for the cheese platter and abundance of entertainment options. Time just flew by.
negative,1.0,@AmericanAir especially during a death in the family and still no solution. 96 hours and counting...Thanks,especially during a death in the family and still no solution. 96 hours and counting...Thanks
positive,1.0,"@united flight ua3576, gate b1. And tell ray I somehow made it on to the 736 flight out of IAH and didn't have to wait for the 917 one. :)","flight ua3576, gate b1. And tell ray I somehow made it on to the 736 flight out of IAH and didn't have to wait for the 917 one. :)"
negative,1.0,@USAirways we're all standing here and no one is saying anything. I'll most likely be missing my flight to BWI AGAIN. http://t.co/JhaU4K48yv,we're all standing here and no one is saying anything. I'll most likely be missing my flight to BWI AGAIN.
positive,0.6638,"@USAirways Thanks. No DC yet, I see. I will keep that link and check back. Appreciate it!","Thanks. No DC yet, I see. I will keep that link and check back. Appreciate it!"
neutral,1.0,@VirginAmerica Need to start flying to @KCIAirport .  😊😀😃😄,Need to start flying to . 😊😀😃😄
negative,0.6488,@AmericanAir How do I check? Reservation for Joe Watson and Kelsey Jennings. We were on hold for 2 hours. Waiting for call back now. ETA?,How do I check? Reservation for Joe Watson and Kelsey Jennings. We were on hold for 2 hours. Waiting for call back now. ETA?
negative,1.0,@JetBlue - In CA for the weekend to attend a training camp; thanks for sending all my gear to FL; looks like this trip is a waste #nothappy,- In CA for the weekend to attend a training camp; thanks for sending all my gear to FL; looks like this trip is a waste #nothappy
negative,1.0,@united RTB&gt;IAH 2/17 First class. My wife (Global Services) and I had headaches due to our neighbors smoking e cigarettes. Contact me pls,RTB>IAH 2/17 First class. My wife (Global Services) and I had headaches due to our neighbors smoking e cigarettes. Contact me pls
negative,1.0,"@AmericanAir
 Your response could have made all the difference. It could have made the situation better. NO TRUST...GET LOST like my bag.",Your response could have made all the difference. It could have made the situation better. NO TRUST...GET LOST like my bag.
neutral,0.6814,@united its available online I just can't figure out how to do it to guarantee same flight,its available online I just can't figure out how to do it to guarantee same flight
positive,0.6561,“@united: @d_goodspeed We will follow up with our Maintenance team. Thanks for the tweet. ^KP” THANK YOU!  United Cares!,“: We will follow up with our Maintenance team. Thanks for the tweet. ^KP” THANK YOU! United Cares!
neutral,1.0,@AmericanAir Of course you are because that's your companies job! You guys failed at it in the first place. Upgrade me and then we'll talk.,Of course you are because that's your companies job! You guys failed at it in the first place. Upgrade me and then we'll talk.
negative,0.6771,"@united thanks for the link, now finally arrived in Brussels, 9 h after schedule...","thanks for the link, now finally arrived in Brussels, 9 h after schedule..."
negative,1.0,@united no because you will charge me or delay me further. United 1612 still waiting.,no because you will charge me or delay me further. United 1612 still waiting.
neutral,1.0,"@JetBlue Flight 1133 (N353JB) ""Blue La La"" departs @mco enroute to San Juan International Airport http://t.co/SWZm2fX3nu","Flight 1133 (N353JB) ""Blue La La"" departs enroute to San Juan International Airport"
neutral,1.0,@JetBlue sent,sent
negative,1.0,@SouthwestAir this was the 3rd Cancelled Flightlation in 2 days due to weather in Nashville. 3 trips to the airport. Each time communicated Late Flight by SW,this was the 3rd Cancelled Flightlation in 2 days due to weather in Nashville. 3 trips to the airport. Each time communicated Late Flight by SW
negative,1.0,"@AmericanAir why did flight 1636 get Cancelled Flightled? Waiting for a rep to rebook, but wondering if there will be other issues getting out.","why did flight 1636 get Cancelled Flightled? Waiting for a rep to rebook, but wondering if there will be other issues getting out."
negative,1.0,@AmericanAir Your people on the phone can't see those? And to have it be over $800 difference. That's a poor process then...,Your people on the phone can't see those? And to have it be over $800 difference. That's a poor process then...
negative,1.0,"@SouthwestAir Thanks for the terrible service! Stranded in MDW for 2 days, &amp; now can't find confirmation for rebooked flight from MKE.","Thanks for the terrible service! Stranded in MDW for 2 days, & now can't find confirmation for rebooked flight from MKE."
negative,1.0,@united Now about two dozen back in line to see a single CSR for reFlight Booking Problems final leg. (Kiosks on fritz.),Now about two dozen back in line to see a single CSR for reFlight Booking Problems final leg. (Kiosks on fritz.)
negative,1.0,@JetBlue I appreciate the credit for my troubles but the lack of personal response troubles me.,I appreciate the credit for my troubles but the lack of personal response troubles me.
neutral,1.0,@USAirways Done,Done
negative,1.0,"@JetBlue before departure, while people who are delayed get up to $200 to compensate their time..","before departure, while people who are delayed get up to $200 to compensate their time.."
negative,1.0,@SouthwestAir had to Cancelled Flight my flight because my Cavalli calves was interfering with the onboard equipment.,had to Cancelled Flight my flight because my Cavalli calves was interfering with the onboard equipment.
negative,1.0,"@AmericanAir is there something wrong with the website? no matter what flight I select, it says it's no longer available.","is there something wrong with the website? no matter what flight I select, it says it's no longer available."
positive,1.0,@united mechanical issue. Looks like they got it fixed! Thanks for your concern.,mechanical issue. Looks like they got it fixed! Thanks for your concern.
positive,0.6701,"@JetBlue good to know, thanks so much!","good to know, thanks so much!"
negative,0.691,"@SouthwestAir it'd be nice if I could get an answer, even a simple ""no"" would do; I just want to know. :)","it'd be nice if I could get an answer, even a simple ""no"" would do; I just want to know. :)"
neutral,0.3713,@USAirways @shivadelrahim what about upgrades?,what about upgrades?
negative,1.0,"@SouthwestAir  Tried to leave Monday, all other planes left but mine. Now this one keeps getting delayed. Missed work. Have to pay for a cab","Tried to leave Monday, all other planes left but mine. Now this one keeps getting delayed. Missed work. Have to pay for a cab"
neutral,0.6766,@SouthwestAir fortunately didn't have to. The flight took off on time.,fortunately didn't have to. The flight took off on time.
negative,1.0,@AmericanAir the group of minor children were broken up into groups. Some still in Miami. Delta has much better customer service!,the group of minor children were broken up into groups. Some still in Miami. Delta has much better customer service!
negative,1.0,@JetBlue just lost very loyal customers who use them 4-10 times a year.,just lost very loyal customers who use them 4-10 times a year.
neutral,1.0,@united workin on it. Waiting on him to reply.,workin on it. Waiting on him to reply.
negative,1.0,"@USAirways Cancelled Flights flight Tampa to Philadelphia today due to runway conditions yet tonnes of USAirways flights landing there today, explain!","Cancelled Flights flight Tampa to Philadelphia today due to runway conditions yet tonnes of USAirways flights landing there today, explain!"
positive,1.0,"@AmericanAir great, thanks!","great, thanks!"
positive,0.6763,"@AmericanAir thank you, truly appreciate the help, just sent a DM","thank you, truly appreciate the help, just sent a DM"
neutral,1.0,"@JetBlue I want to enter the family pooling contest, it says ""by 2/19"" on the website, can I please enter still!","I want to enter the family pooling contest, it says ""by 2/19"" on the website, can I please enter still!"
negative,1.0,@USAirways 😂. Passed frustrated 4 hours ago after being asked to get off the first plane I sat on for an hour.,😂. Passed frustrated 4 hours ago after being asked to get off the first plane I sat on for an hour.
neutral,1.0,@SouthwestAir only 1 guest needs to change a flight on a reservation of 2. How can I do it? I NEED this to happen. Say it can...Please help!,only 1 guest needs to change a flight on a reservation of 2. How can I do it? I NEED this to happen. Say it can...Please help!
negative,1.0,@USAirways every single time i fly you guys i am delayed at least 30 minutes. Every time. On flight 5612 out of #CLT to nola.,every single time i fly you guys i am delayed at least 30 minutes. Every time. On flight 5612 out of #CLT to nola.
positive,1.0,@USAirways Reservation agent on the phone did a great job.,Reservation agent on the phone did a great job.
negative,1.0,"@united So publicly you asked for details on my flt. Sent you a DM, like you asked, and have yet (2 days) to hear from you. #unitedfail","So publicly you asked for details on my flt. Sent you a DM, like you asked, and have yet (2 days) to hear from you. #unitedfail"
negative,1.0,"@AmericanAir is there only one call centre? I know it's busy right now, really need to speak to agent not computer","is there only one call centre? I know it's busy right now, really need to speak to agent not computer"
negative,1.0,@USAirways is the worst!! Still haven't left.. Everyone missing connections.,is the worst!! Still haven't left.. Everyone missing connections.
neutral,1.0,@united #LAX #sunrise UAL212 LAX-JFK,#LAX #sunrise UAL212 LAX-JFK
neutral,1.0,@SouthwestAir I knew I was correct! http://t.co/9eueYxAwcv,I knew I was correct!
negative,1.0,@USAirways is really good at deferring responsibility.,is really good at deferring responsibility.
positive,1.0,@JetBlue thanks for the quick response! Fingers crossed the plane gets here then,thanks for the quick response! Fingers crossed the plane gets here then
negative,0.355,@USAirways this travel day sucks but Malcome K at gate 39 rocks.  This guy is the brand you want to be. Replicate his approach and style.,this travel day sucks but Malcome K at gate 39 rocks. This guy is the brand you want to be. Replicate his approach and style.
positive,0.632,@JetBlue saved the day:) @Expedia lost a costumer #jetblue #makingthingseasy #feelbetter,saved the day:) lost a costumer #jetblue #makingthingseasy #feelbetter
negative,1.0,@USAirways great job communicating to the passengers! Flight 1855 doesn't exist anymore? http://t.co/hLZaHXkdSn,great job communicating to the passengers! Flight 1855 doesn't exist anymore?
negative,0.7044,@united  why is it so hard to add in meal preferences AFTER I booked tickets? I forgot to do it &amp; it's now impossible! I even called.,why is it so hard to add in meal preferences AFTER I booked tickets? I forgot to do it & it's now impossible! I even called.
negative,1.0,@JetBlue I am less concerned about the delay than I am about not being notified until I looked at the board that my flight was delayed,I am less concerned about the delay than I am about not being notified until I looked at the board that my flight was delayed
positive,0.6594,"@AmericanAir Yay, thanks! Appreciate the help, I know it's NUTS right now with the cold and ice!","Yay, thanks! Appreciate the help, I know it's NUTS right now with the cold and ice!"
negative,1.0,"@USAirways this has been my WORST flying experience with you guys, you need to do better","this has been my WORST flying experience with you guys, you need to do better"
positive,1.0,@JetBlue just DMed. thanks so much for addressing this so quickly.,just DMed. thanks so much for addressing this so quickly.
neutral,1.0,.@JetBlue process begins 6:48,. process begins 6:48
neutral,1.0,"@JetBlue's CEO #pilots among ardent fans, Wall Street - Poughkeepsie Journal http://t.co/FRhuXiB8II","'s CEO #pilots among ardent fans, Wall Street - Poughkeepsie Journal"
negative,1.0,@USAirways it was your fault the flight was delayed to begin with. I shouldn't have to check my bag if there's a bunch of space,it was your fault the flight was delayed to begin with. I shouldn't have to check my bag if there's a bunch of space
negative,1.0,@SouthwestAir thinks that a $100 voucher makes up for spending 4 hrs on a plane and landing at the same airport we took off from. Really?,thinks that a $100 voucher makes up for spending 4 hrs on a plane and landing at the same airport we took off from. Really?
negative,1.0,@AmericanAir stiiiil waiting. Please respond as my flight leaves in 2 1/2 hrs,stiiiil waiting. Please respond as my flight leaves in 2 1/2 hrs
negative,1.0,"@JetBlue Felt a bit like they were adding insult to injury, since we'll be in terminal 5 for seven hours until the next flight :/","Felt a bit like they were adding insult to injury, since we'll be in terminal 5 for seven hours until the next flight :/"
negative,1.0,@JetBlue Why wasn't a $15 service credit voucher I received for tv not working accepted on my next flight for a pillow?,Why wasn't a $15 service credit voucher I received for tv not working accepted on my next flight for a pillow?
negative,1.0,"@USAirways horrible customer service, flying from Miami to Philadelphia, sent to Charlotte, now can't get out of Charlotte!","horrible customer service, flying from Miami to Philadelphia, sent to Charlotte, now can't get out of Charlotte!"
negative,1.0,@united is not a company that values it's customer &amp; after reading tweets to them I'm not the only one who feels that way #lostmybusiness,is not a company that values it's customer & after reading tweets to them I'm not the only one who feels that way #lostmybusiness
neutral,0.732,@SouthwestAir ugh kicking myself for missing out on #destinationdragons. I need some @Imaginedragons back in my life  http://t.co/sbEhi46bMk,ugh kicking myself for missing out on #destinationdragons. I need some back in my life
negative,1.0,@SouthwestAir Very frustrated for the loooooong wait time to speak to a live person!!! Cannot get boarding pass for flight tomorrow!!,Very frustrated for the loooooong wait time to speak to a live person!!! Cannot get boarding pass for flight tomorrow!!
neutral,1.0,@USAirways If I’m unable to use my departing flight can I still use the returning flight?,If I’m unable to use my departing flight can I still use the returning flight?
negative,1.0,@USAirways @AmericanAir can someone please tell me who I have to talk to #getittogether #findurgrip,can someone please tell me who I have to talk to #getittogether #findurgrip
negative,1.0,"@united you Cancelled Flight my flight. I wait in line to get rebooked, when I'm at the front you make me go to another gate and I lose my place.","you Cancelled Flight my flight. I wait in line to get rebooked, when I'm at the front you make me go to another gate and I lose my place."
neutral,0.6681,"@SouthwestAir unveils 4 new #flights, including 2 from #Ohio http://t.co/grkBj7bxlk","unveils 4 new #flights, including 2 from #Ohio"
negative,1.0,@SouthwestAir Cancelled Flightled all flights Fort Lauderdale to Philly. USAir flights got to Philly with no problem. WTF is wrong with SW @USAirways,Cancelled Flightled all flights Fort Lauderdale to Philly. USAir flights got to Philly with no problem. WTF is wrong with SW
negative,1.0,"@united is really getting horrible. So much for tucking in my kids tonight. Delta transfers miles/status, right? http://t.co/H6HN33JJJE","is really getting horrible. So much for tucking in my kids tonight. Delta transfers miles/status, right?"
negative,1.0,".@united Our newest delay, right now http://t.co/96fTLZWtvO",". Our newest delay, right now"
positive,1.0,I know you have a lot of baggage... But i want you to know i really enjoyed being inside you. @JetBlue #Jetbae,I know you have a lot of baggage... But i want you to know i really enjoyed being inside you. #Jetbae
neutral,1.0,"@USAirways if I apply for ur credit card, do you automatically get the companion certificate or do I have to wait for it?","if I apply for ur credit card, do you automatically get the companion certificate or do I have to wait for it?"
negative,1.0,"@USAirways Will the nightmare ever end? Just found out our flight today is delayed due to ""ground handling delays affecting a prior flight.""","Will the nightmare ever end? Just found out our flight today is delayed due to ""ground handling delays affecting a prior flight."""
neutral,0.6388,"@united Great, thank you!! I'll send it now.","Great, thank you!! I'll send it now."
negative,1.0,"@USAirways Every time I try, the line is disconnected b/c the system says you have too many calls. Glad your screw up matters so much to you","Every time I try, the line is disconnected b/c the system says you have too many calls. Glad your screw up matters so much to you"
negative,1.0,"@USAirways  Instead of fair treatment, I got a nasty letter from a lady in senior management that illness forfeits miles like death.","Instead of fair treatment, I got a nasty letter from a lady in senior management that illness forfeits miles like death."
neutral,1.0,“@JetBlue: Our fleet's on fleek. http://t.co/TnKIXXrxHB” 😂😂,“: Our fleet's on fleek. 😂😂
positive,0.6701,"@JetBlue what can I say, I'm #LostinLove w/our #brandmance https://t.co/Bzwgp7aDVE #wemosaictogether #Mint #Love","what can I say, I'm #LostinLove w/our #brandmance #wemosaictogether #Mint #Love"
negative,1.0,"@united again I ask, who can I call to get this fixed? Tweeting me BS questions to stall only makes things worse. Phone number please.","again I ask, who can I call to get this fixed? Tweeting me BS questions to stall only makes things worse. Phone number please."
positive,0.6989,@JetBlue app just reminded me I will be flying to #FLL in 2 weeks. #ChillyCVZ #ThankGoodness @mypompanobeach #family #friends #sunshine,app just reminded me I will be flying to #FLL in 2 weeks. #ChillyCVZ #ThankGoodness #family #friends #sunshine
negative,1.0,@USAirways why would a flight arrive Late Flight or leave when 60% of your passengers have  a connection?,why would a flight arrive Late Flight or leave when 60% of your passengers have a connection?
negative,0.7087,"@united yo, you need a new website really badly. This day and age...","yo, you need a new website really badly. This day and age..."
positive,0.7047,@JetBlue thanks!,thanks!
positive,1.0,@AmericanAir Thank you.....you do the same!!,Thank you.....you do the same!!
negative,1.0,we all watched as the crew was escorted from the back to 1st class. Prebooked? Really? @united: @JenniferWalshPR Your dissatisfaction is und,we all watched as the crew was escorted from the back to 1st class. Prebooked? Really? : Your dissatisfaction is und
neutral,0.6377,@JetBlue I applied for a job at PDW where could I go for follow up. I'd really love the job #ilovejetblue,I applied for a job at PDW where could I go for follow up. I'd really love the job #ilovejetblue
positive,1.0,@united EWR agent Barbara was FABULOUS and an example of CUST. SERV. A pleasure talking to you😊 http://t.co/KMQuLY9g5E,EWR agent Barbara was FABULOUS and an example of CUST. SERV. A pleasure talking to you😊
negative,1.0,@united sadly this wasnt just due to mother nature investigate this incident and your employees at sfo. Terrible customer experience,sadly this wasnt just due to mother nature investigate this incident and your employees at sfo. Terrible customer experience
negative,1.0,"@AmericanAir bag turned up, no thanks to your useless call-centre and useless website","bag turned up, no thanks to your useless call-centre and useless website"
negative,1.0,@united this team added 30 mins on turnaround,this team added 30 mins on turnaround
negative,1.0,@SouthwestAir I lost my luggage. My birthday wish is to find my luggage.,I lost my luggage. My birthday wish is to find my luggage.
negative,1.0,"@AmericanAir Finally got a call from AA, but it was an automated voice that hung up on me! I called back &amp; it says it'll be 2 more hours.","Finally got a call from AA, but it was an automated voice that hung up on me! I called back & it says it'll be 2 more hours."
negative,1.0,@USAirways still can't get a real person on the phone to book a flight. Ready to just go with #jetblue since they care. #usairwayssucks,still can't get a real person on the phone to book a flight. Ready to just go with #jetblue since they care. #usairwayssucks
positive,1.0,@AmericanAir Thanks! He is.,Thanks! He is.
neutral,1.0,@JetBlue you can 100% confirm that?,you can 100% confirm that?
positive,0.6889,"@united #1007 Houston-Bogota boarding again, safety first, it seems the mechanics fixed the problem faster, good energy to fly home/family","#1007 Houston-Bogota boarding again, safety first, it seems the mechanics fixed the problem faster, good energy to fly home/family"
negative,1.0,@USAirways why are your customer service department so intent on ignoring my emails and queries? #badservice #usairways,why are your customer service department so intent on ignoring my emails and queries? #badservice #usairways
negative,1.0,@americanair just tried calling. got a high call volume at this moment message and then it said goodbye and hung up…,just tried calling. got a high call volume at this moment message and then it said goodbye and hung up…
negative,1.0,@united Stuck in this airport 12 hours in standbys cuz the pilot showed up Late Flight in PJs &amp; i missed my connectin flight. PJ's I TELL U! #NYFW,Stuck in this airport 12 hours in standbys cuz the pilot showed up Late Flight in PJs & i missed my connectin flight. PJ's I TELL U! #NYFW
negative,1.0,@united yea they been booked on 10 next avalible flights since sat 7am. And when time comes no plane 2nd day of work missed #hotelliving,yea they been booked on 10 next avalible flights since sat 7am. And when time comes no plane 2nd day of work missed #hotelliving
negative,1.0,"@USAirways should, but didn’t.","should, but didn’t."
negative,1.0,"@USAirways  Instead, the miles are credited to an account that i did not open
-- My request to merge the accounts is denied","Instead, the miles are credited to an account that i did not open -- My request to merge the accounts is denied"
negative,1.0,@AmericanAir still on hold. After you hung up on me the first time (another 45 minutes!) http://t.co/IMRLAu77iH,still on hold. After you hung up on me the first time (another 45 minutes!)
negative,1.0,@AmericanAir How can I get a flight change while in the air? Delays causing a missed connection again. There is 1 seat for Late Flightr,How can I get a flight change while in the air? Delays causing a missed connection again. There is 1 seat for Late Flightr
neutral,1.0,"@united 8602947, jon at http://t.co/58tuTgli0D, thanks.","8602947, jon at thanks."
negative,1.0,@AmericanAir who do I need to talk to to get a full refund on my trip? Your call center offers no assistance.,who do I need to talk to to get a full refund on my trip? Your call center offers no assistance.
neutral,1.0,@JetBlue what's the link for #FlyFi,what's the link for #FlyFi
negative,1.0,@AmericanAir @RLDelahunty record l#oaaret got email we couldn't get rescheduled on another flight but don't know if flight is Cancelled Flightled,record l#oaaret got email we couldn't get rescheduled on another flight but don't know if flight is Cancelled Flightled
negative,1.0,@JetBlue why 730 and not 645 as scheduled?,why 730 and not 645 as scheduled?
neutral,0.6333,@JetBlue? | RT @WMCActionNews5: New airline expected to make its way to MEM http://t.co/vO3eQsEPqH,? | RT : New airline expected to make its way to MEM
positive,1.0,@SouthwestAir you should know the crew today on flight #1071 AUS to PDX was awesome! #SWA,you should know the crew today on flight #1071 AUS to PDX was awesome! #SWA
positive,0.663,@AmericanAir @beantownmatty Sounds like a date!,Sounds like a date!
negative,1.0,@usairways  this is ridiculous at CLT  and we missed our connecting flight because of a chuckhole  on runway??  #shameful (1/1),this is ridiculous at CLT and we missed our connecting flight because of a chuckhole on runway?? #shameful (1/1)
