airline_sentiment,sentiment_confidence,text,clean_text
neutral,0.6787,@SouthwestAir can take u to Midway-Chicago March 8th-April 6th. Can't make it then? @AmericanAir can get u to @fly2ohare year round. #FlyPBI,take midway chicago march th april th cannot_make ? get year round flypbi
neutral,1.0,@AmericanAir flights out of Dallas on Tuesday are not going to be Cancelled Flightled correct?,flight out dallas tuesday are_not_going cancel flightled correct ?
negative,1.0,@AmericanAir were stuck on a plane in Dallas that's supposed to be going to Okc. There's an issue w/ the plane. Any idea on how much longer?,stuck plane dallas suppose go okc issue w plane idea much longer ?
neutral,1.0,@USAirways and I would have been willing to give him the benefit of the doubt and say we misunderstood each other until he went on a,would willing give benefit doubt say misunderstood go
negative,1.0,"I've been trying to set up my phone interview for days, and hoping the position won't be filled because the link doesn't work. @USAirways",try set up phone interview day hop position will_not_be fill link does_not_work
negative,1.0,"@JetBlue come on! Already delayed 2+ hrs on flight 1415 as we waited for the pilot to come from Boston, now you reassign him?! Endless trip.",come ! already delay hr flight wait pilot come boston reassign ? ! endless trip
positive,1.0,@JetBlue OH YEAH!!! great flight down to Mexico with a wonderful crew!! Thank you!!,oh yeah ! ! ! great flight down mexico wonderful crew ! ! thank ! !
negative,1.0,@united no they were to busy taking to each other and I needed to get to an audition.,no_they busy take needed get audition
negative,1.0,.@SouthwestAir thx for the note. Flight was Cancelled Flightled and today is all booked so had to go with another carrier. :(,thanks note flight cancel flightled today book so go another carrier
negative,1.0,@united--excited to barrel through the sky at 600mph on a 75 ton piece of metal operated by a company that can't get their tiny TVs to work!,excited barrel sky mph ton piece metal operate company cannot_get tiny tvs work !
neutral,0.6637,"@united roundtrip tickets to NJ are DRAMATICALLY cheaper through Virgin, pretty pricey via United. Can you match them?",roundtrip ticket nj dramatically cheaper virgin pretty pricey via united match ?
neutral,0.6368,"@SouthwestAir For my Grandma Ella's 80th, she would love a bday greeting from your flight crew! She was a stewardess for Eastern Airlines.",grandma ella th would love birthday greet flight crew ! stewardess eastern airline
negative,1.0,@USAirways I tried reaching out to you guys I'm running out time and patience I just want my flight to be honor and I want a confirmation!,try reach out guy run out time patience want flight honor want confirmation !
negative,1.0,"@united your gate attendant had some snobby remarks, your customer service is like playing poker with my sisters kids!",gate attendant snobby remark customer service like play poker sister kid !
negative,1.0,@USAirways - thanks however I feel like the system has failed me -- what is the solution?,thanks however feel like system fail solution ?
negative,1.0,@USAirways not Cancelled Flightling #837 because you don't want to put us in a hotel for night is our guess,not_cancelled flightling do_not_want put u hotel night guess
neutral,1.0,“@USAirways: @AnnetteNaif We appreciate the #shoutout for Roberto. DM your confirmation code so we can forward your kind words.” sent,appreciate shoutout roberto dm confirmation code so forward kind word send
neutral,1.0,@SouthwestAir reference #: 261093929756,reference
positive,1.0,@SouthwestAir Got it covered. Thanks!,get covered thanks !
negative,1.0,"@united If someone misses his connecting flight because of the airline, and it was the last flight of the day, how will you fix it?",someone miss connect flight airline last flight day fix ?
neutral,1.0,@JetBlue flight 1183 to Orlando.,flight orlando
negative,1.0,".@SouthwestAir glad you appreciate it, it’ll be the last dollar you ever get from me thanks to your wretched customer service",glad appreciate last dollar ever get thanks wretched customer service
negative,1.0,@USAirways @BohnJai they lost my bag @PHL baggage handlers broke open my bag and stole my camera,lose bag baggage handler break open bag stole camera
neutral,0.6907,@SouthwestAir is America's largest airline by passengers carried! Wonder if this is b/c they have a 'Customer Service Bible' #ANAmarketers,america largest airline passenger carry ! wonder b c customer service bible anamarketers
neutral,0.3456,@JetBlue You guys need pillows on these rockers to really knock it out of the park ... just sayin ...,guy need pillow rocker really knock out park sayin
neutral,1.0,"@VirginAmerica @VirginAtlantic @GMA @AmericanAir 
Can You Help #ourprincess in need of some help in #USA 
🎀🇬🇧🎀🇺🇸🎀 http://t.co/778AzTDaer",help ourprincess need help usa ribbon united_kingdom ribbon united_states ribbon
negative,1.0,@united please stop spending mktg $ on branding ads. Use savings to improve #cxp. 1hr wait for luggage due to short staff is unacceptable,please stop spending mktg brand ad use saving improve cxp hr wait luggage due short staff unacceptable
negative,1.0,@SouthwestAir What's up with the wait times on your customer service line? Tried 2X on Fri. and now I've been on for over 15 min.,up wait time customer service line ? try x fri over min
negative,1.0,@united we are sitting on the runway for 2 hours! It is ridiculous!!,sit runway hour ! ridiculous ! !
negative,1.0,@JetBlue @fllairport best way to kill nine hours at the airport when all flights are full and the airline won't put you standby? #stranded,best way kill nine hour airport flight full airline will_not_put standby ? strand
neutral,0.6726,"@SouthwestAir easy fix, let the business select actually board 1st, then board the pre-boards...",easy fix let business select actually board st board pre board
negative,1.0,@united I will be patient in my luxurious middle seat on my next delayed flight,patient luxurious middle seat next delayed flight
negative,1.0,@SouthwestAir  been on hold  for 2 1/2 hrs. Can't get 2 airport 4 flight icy country backroads! Help pls? @SouthwestAir  #BNA,hold hr cannot_get airport flight icy country backroads ! help pls ? bna
neutral,0.6747,@SouthwestAir how can I check to see if my flight to NYC is expected to be delayed or Cancelled Flightled for this Tuesday?,check see flight nyc expect delayed cancel flightled tuesday ?
neutral,1.0,@USAirways Hi-i have a travel question. Could you please follow me so i can dm you?,hi travel question could please follow so dm ?
negative,1.0,@USAirways no wonder you are the lowest rated airline in america. #shameful #USAirways,no_wonder lowest rat airline america shameful usairways
negative,1.0,"@united so you told me to go, knowing what the issue was, only for me to go there and find out that you won’t fix it?",so told go know issue go find out will_not_fix ?
negative,1.0,@USAirways Travelling from pwm to atl on Sunday That flight got Cancelled Flightled and my new flight is Cancelled Flightled and got disconnected when reFlight Booking Problems,travel pwm atl sunday flight get cancel flightled new flight cancel flightled got disconnect reflight book problem
positive,0.7172,"@SouthwestAir I love imagine dragons o flipping much, pls #DestinationDragons",love imagine dragon flip much pls destinationdragons
negative,1.0,@JetBlue Why are you making it so freaking hard for me to say good things about you??  #jetbluefail http://t.co/v8SB0RBICx,make so freaking hard say good thing ? ? jetbluefail
neutral,1.0,@USAirways what's going on in CLT?,go clt ?
neutral,0.6598,@AmericanAir Both pictures taken at the same time but which is right? #totallyconfused http://t.co/dvSLtQZKmQ,picture take time right ? totallyconfused
negative,0.6925,@virginamerica how's a direct flight FLL-&gt;SFO have unexpected layover in Vegas 4 fuel yet peeps next to me bought for Vegas flight. #sneaky,direct flight fll gt sfo unexpected layover vegas fuel yet peeps next bought vega flight sneaky
negative,1.0,"@SouthwestAir I'm an A-list Preferred customer and very loyal SWA. However, your inflight wifi is no better today than it was 4 years ago.",list preferred customer very loyal swa however inflight wifi no_better today year ago
negative,1.0,"@united This must be a drone “@united: @KeamBleam We understand your frustration. Our Bag team is working hard to get your bag(s) to you...""",must drone understand frustration bag team work hard get bag
negative,0.7077,"@united yep—used that twice; no case id numbers assigned; just tried it again-get screen that says, “thank you for submitting your request”",yep use twice no_case id number assign tried get screen say thank submit request
positive,1.0,@united thanks for moving my dad on to my my mom's flight. You helped make his birthday start with #FriendlyFriday Awesomeness! 4 paws up!,thanks move dad mom flight help make birthday start friendlyfriday awesomeness ! paw up !
positive,0.6632,@SouthwestAir @love_dragonss lol I'm sorry I'm just seeing this now but LAUREN OH MY GOD AHHHH,lol sorry see lauren oh god ahhhh
positive,0.6481,@SouthwestAir telling my Fam in Vegas now. :),tell fam vega
neutral,0.6633,"@AmericanAir two were non revs, right?",two non rev right ?
negative,1.0,@USAirways delayed depart bc ur flight attendant wasn't there. Then after landing took 3 hrs to get a gate. Now it's another he and NO bags,delay depart flight attendant was_not_there land take hr get gate another no_bags
negative,1.0,"@united @airlines. Agents arguing about check bag announcement. Looked for room until seat 20, gave up and walked back to seat 7.Unnecessary",agent argue check bag announcement look room seat give up walked back seat unnecessary
positive,0.6667,"“@JetBlue: @2littlebirds Well captured, Brittany! We love the clouds! :)  Enjoy the ride!” Thank you!",well capture brittany ! love cloud ! enjoy ride ! thank !
neutral,0.6891,@united So do I need to book two one ways in order for her to fly as an unaccompanied minor?,so need book two one way order fly unaccompanied minor ?
neutral,0.6763,@United to operated #B767-300ER from #Newark to #Zurich @ZRH_airport replacing B767-400ER between 6MAY-23SEP instead till 23OCT #avgeek,operate b er newark zurich replacing b er may sep instead till oct avgeek
negative,1.0,@USAirways Don't blame it on weather. Rep at counter cost me entire day - not weather.  Printed Boarding Pass too Late Flight. #TakeResponsibility,do_not_blame weather rep counter cost entire day not_weather print boarding pas too late flight takeresponsibility
neutral,0.3428,@united S/O to @Delta for coming in clutch and finally taking me home 🙌🙌,come clutch finally take home raising_hands raising_hands
positive,1.0,@USAirways landed safely everything worked out.,land safely everything work out
negative,0.6794,@USAirways  thanks! Now I just need to locate where my luggage is!,thanks ! need locate luggage !
negative,1.0,@united customers ✅. Customer service ❌ http://t.co/qP6Aw3nLIP,customer check_mark_button customer service cross_mark
negative,1.0,@USAirways well then that is a horrible flaw in your system. 2 hours in the past day I've wasted. I've got a job &amp; family this is crazy,well horrible flaw system hour past day waste get job amp family crazy
negative,1.0,@USAirways why would you not give us the option to get off the plane instead of sit on it for an hour and a half when you knew at the gate,would not_give u option get off plane instead sit hour half know gate
neutral,1.0,@SouthwestAir when does today's scavenger hunt start? I'm trying to help my little brother win! #DestinationDragons,today scavenger hunt start ? try help little brother win ! destinationdragons
negative,1.0,@USAirways HORRIBLE communication on delayed flight out of LGA!!!! I got 2 emails in seconds w different delay times!!!! HORRIBLE,horrible communication delay flight out lga ! ! ! ! get emails second w different delay time ! ! ! ! horrible
negative,1.0,@united I think problem resolution should be decided on your end. Especially if you'd like me to continue flying your airline.,think problem resolution decide end especially would like continue fly airline
positive,0.6406,@SouthwestAir thanks connection thru Nashville have A1 boarding pass get to Dallas gate boarding 40 min before flt get end of B group,thanks connection thru nashville board pas get dallas gate boarding min flt get end b group
negative,1.0,@AmericanAir  800 number will not even let you wait for next customer rep. Very frustrating. Can't talk to humans.,number will_not_even let wait next customer rep very frustrating cannot_talk human
negative,0.6275,@AmericanAir Hopefully you guys are willing to cover my lovely car rental and living charges...I love being here for two extra days..,hopefully guys willing cover lovely car rental living charge love two extra day
positive,1.0,@united awesome new plane flight 1701,awesome new plane flight
negative,1.0,@USAirways your customer service at CLT is terrible!!! My flight was delayed from JFK for 2 hours!  Get to CLT to horrid customer service!,customer service clt terrible ! ! ! flight delay jfk hour ! get clt horrid customer service !
negative,1.0,@SouthwestAir I'm stuck in Fort Lauderdale.,stuck fort lauderdale
neutral,0.6709,@AmericanAir I don't think you should help him at all based on his behavior. The voucher and cot seem like enough lol 😃,do_not_think help base behavior voucher cot seem like enough lol grinning_face_with_big_eyes
positive,0.6559,"@virginamerica Well, I didn't…but NOW I DO! :-D",well did_not_but !
negative,1.0,@USAirways Never mind that you could have told the gate I was on my way - you could delay 10 mins but not 15?,never_mind could tell gate way could delay min not ?
positive,1.0,@JetBlue sounds great! Thank you!! :),sound great ! thank ! !
negative,1.0,@AmericanAir 1416 Cancelled Flightled? Can't get out for two days? No explanation?,cancel flightled ? cannot_get out two day ? no_explanation ?
positive,1.0,@united counter agents at RDU deserve a medal. #thankyou,counter agent rdu deserve medal thankyou
negative,1.0,@AmericanAir has no customer service via phone or in person. Just a stone wall with a giant middle finger painted on it.,no_customer service via phone person stone wall giant middle finger paint
neutral,0.6601,@united how are conditions in BOS today? I'm in UA994. Everything appears to be in time but I wanted to check.,condition bos today ? ua everything appear time want check
negative,1.0,@united still sucks. I don't understand why you have two cust service agents for a long line at Houston international b gate #unitedsucks,still suck do_not_understand two cust service agent long line houston international b gate unitedsucks
negative,1.0,@usairways im trying to get my dads wheelchair and no one is answering at Dulles.we have tried to call back on.multiple times,try get dad wheelchair no_one answer dulles try call back multiple time
negative,1.0,"@AmericanAir i ordered it as i always do. But on a 9hour flight delayed for 4 hours, it was worse than ever before when you forgot my meal.",order always hour flight delay hour worse ever forget meal
negative,1.0,@USAirways The automated message isn't helpful and it's impossible to speak with a human right now. Desperately need our luggage :(,automate message is_not_helpful impossible speak human right desperately need luggage
negative,1.0,"@JetBlue can't link my flight from last week to my TruBlue account and 1800 num isn't answering..don't make me fly @Delta again, dont do it!",cannot_link flight last week trublue account num is_not_answering do_not_make fly do_not_do !
positive,1.0,@SouthwestAir much respect!,much respect !
negative,1.0,"@JetBlue - I did, but since I was stranded in SYR without a ride I missed the window of opportunity to have rights in this matter. (4 hours)",since strand syr without ride miss window opportunity right matter hour
negative,1.0,@JetBlue there were seats but after waiting on hold for 20 minutes they were gone-now she has to stay another night in charleston-very pricy,seat wait hold minute go stay another night charleston very pricy
negative,1.0,@AmericanAir the most stressful morning and still had to pay to check a bag. LAX is a madhouse with a lot of angry customers. Yikes,stressful morning still pay check bag lax madhouse lot angry customer yikes
neutral,0.6923,"@JetBlue For my Grandma Ella's 80th, she would love a birthday greeting from your flight crew! She was a stewardess for Eastern Airlines.",grandma ella th would love birthday greet flight crew ! stewardess eastern airline
negative,1.0,@united  Serious firing needs to happen at HNL. They broke the wheelchair you loaned me after you broke mine! http://t.co/bT37KyrByJ,serious fire need happen hnl break wheelchair loan break mine !
positive,1.0,@AmericanAir Aww Thanks AA..DFW was on GMA up here this AM..so i understand ..Btw A.A is my Airline when im able to trv..Love you guys.:),aww thanks aa dfw gma up so understand way airline able trv love guy
neutral,1.0,@JetBlue's CEO Battles to Appease Passengers and Wall Street - http://t.co/E5NaxBUe4s http://t.co/E1Mex0t6Q5,ceo battle appease passenger wall street
negative,1.0,"@SouthwestAir my wife has now been on hold for 90 minutes....I get weather is bad, but this is insane. #customerservice #customerloyalty",wife hold minute get weather bad insane customerservice customerloyalty
negative,0.6791,@VirginAmerica Flight from BOS &gt; LAS tomorrow was Cancelled Flightled. No notification; wait times are 1+ hour. Will you rebook on another airline?,flight bos gt la tomorrow cancel flightled no_notification wait time hour rebook another airline ?
positive,1.0,@SouthwestAir nice work on the update!,nice work update !
positive,1.0,@JetBlue Thank you for the service credit. And to @PamGrout for positive thoughts.,thank service credit positive thought
negative,1.0,@USAirways i've been on hold for an hour trying to change my flight!!! COME ON,hold hour try change flight ! ! ! come
positive,1.0,@SouthwestAir @FortuneMagazine Congrats!,congrats !
neutral,0.6745,@united traveling with 3 young kids!! Chose our original flights for a reason.,travel young kid ! ! chose original flight reason
neutral,1.0,@AmericanAir well we cleared customs in AUH. I need to get to IAH after I arrive in DFW. Is it possible to retrieve my luggage in IAD?,well clear custom auh need get iah arrive dfw possible retrieve luggage iad ?
neutral,0.6874,@JetBlue imma need the hook up tho,go need hook up though
negative,1.0,@USAirways is moving the plane to the end of the runway for us to sit on it for an hour and a half. They didn't even let us off.,move plane end runway u sit hour half did_not_even let u off
neutral,1.0,@USAirways Can you provide me with info about checking strollers and car seats?  Costs?  Restrictions?  Need to bring 2 seats 1 stroller.,provide info check stroller car seat ? cost ? restriction ? need bring seat stroller
positive,1.0,"@United Bringing your ""A"" game with premium cabin dining. Nice! https://t.co/zgOQoxjBQY",bring game premium cabin din nice !
negative,0.6754,@JetBlue Not really. I have a flight to catch at 1 pm in Vegas. I'm praying I don't miss the flight!,not_really flight catch pm vega pray do_not_miss flight !
negative,1.0,"@SouthwestAir Yes - with extra $77. I wonder what are you going yo loose, if there is room.",yes extra wonder go yo loose room
negative,1.0,"@USAirways truly been the worst experience this weekend. Delayed, rerouted 3x, now not boarding A 715 flight and says flight is ""on time""",truly worst experience weekend delay rerouted x not_boarding flight say flight time
neutral,0.6616,@AmericanAir have your experts seen this? this is right at RDU airport. http://t.co/mPliO6DYgn,expert see ? right rdu airport
positive,1.0,@united. You guys made my day. Treated me well. Thank you!!!,guy make day treat well thank ! ! !
negative,1.0,@AmericanAir thx for losing my bag. How hard is it to care for a bag w PRIORITY on it?why do u cont to not care for EP's?,thanks lose bag hard care bag w priority ? cont not_care ep ?
neutral,0.6667,@AmericanAir can you use the aa credit platinum select world mastercard for Alaska flights?  Or just american?,use aa credit platinum select world mastercard alaska flight ? american ?
neutral,0.6779,@AmericanAir and then wanted to change it to BA for Avios.,want change ba avios
neutral,0.6723,@JetBlue what is the Mosiac 800 #?,mosiac ?
neutral,1.0,@JetBlue Just signed up for TrueBlue and booked a flight but keep getting an error when I try to link it to my TB account. What's the deal?,sign up trueblue book flight keep get error try link tb account deal ?
neutral,0.6648,@SouthwestAir thanks for linking to #Passbook. Might be old news but this is my first 2015 flight.,thanks link passbook might old news first flight
positive,1.0,"@SouthwestAir big thanks to your team. family emerg, same day ticket, experience was excellent. 1st time flying with yall, not my last!",big thanks team family emerg day ticket experience excellent st time fly not_my last !
negative,1.0,“@USAirways: @TMadCLE We don't like to hear this. We're sorry that it's taking so long to get through.” Stop sending generic responses,do_not_like hear sorry take so long get stop send generic response
positive,0.6536,@SouthwestAir is hosting an @TheAcademy party in the terminal in Atlanta. #peanutsonaplatter,host party terminal atlanta peanutsonaplatter
neutral,1.0,"@united I tried.   We were hung up on, twice. After speaking with someone, then put on hold for 45 minutes.  No resolution.",try hung up twice speak someone put hold minute no_resolution
negative,0.6735,@SouthwestAir flt 648 from Buf to MCO. Conf#FGKXV5. Please also look into reimburse for car 587701925COUNT that I had to Cancelled Flight,flt buf mco conf fgkxv please also look reimburse car count cancel flight
negative,1.0,@AmericanAir you cxl both my flights to/from DFW to CLL w/o notice then treat me like trash on the phone and offer no compensation? WTH?,cxl flight dfw cll w notice treat like trash phone offer no_compensation ? wth ?
negative,1.0,@jetblue terrible landing on 915,terrible landing
neutral,1.0,@JetBlue  anywhere... away from this snow globe to warmth sand and palm trees..,anywhere away snow globe warmth sand palm tree
negative,1.0,@JetBlue I knew the 3-4 hours sounded odd; missed a flight we hit JFK an hour early for and your gate  attendant told us 3-4 :(,knew hour sound odd miss flight hit jfk hour early gate attendant tell u
negative,1.0,@AmericanAir Need to go frm TPA to MCI tmrw &amp; my connection thru DFW is Cancelled Flightled. Can u connect me thru a diff city? Been on hold for 2 hrs,need go frm tpa mci tomorrow amp connection thru dfw cancel flightled connect thru different city ? hold hr
negative,1.0,@United my flight from MCO has been delayed &amp; scheduled to arrive after my connection departs. What options do I have?,flight mco delay amp schedule arrive connection departs option ?
negative,1.0,@JetBlue #fail My wife on the phone asking to switch flight times. In mid switch gets disconnected. Now Cancelled Flightled! No new time! No call back,fail wife phone ask switch flight time mid switch get disconnect cancel flightled ! no_new time ! no_call back
negative,0.6856,"@JetBlue then this agent demanded I remove my old luggage tag, every other airport the JB agent politely handles it",agent demand remove old luggage tag every airport jb agent politely handle
negative,1.0,@JetBlue that is my point! They are only offering me a flight the next day and expect me to now pay for a hotel because they Cancelled Flightled.,point ! offer flight next day expect pay hotel cancel flightled
positive,0.656,@united ooh thanks!,ooh thanks !
negative,1.0,"@AmericanAir @sa_craig no, not helped one bit. actually ended up driving home due to extreme disorganization and lack of communication.",no_not help one bit actually end up driving home due extreme disorganization lack communication
negative,1.0,@united booked flights for 2 for $779. Was charged $389.50 twice. Means I can't redeem CC points properly. Would have gone elsewhere.,book flight charge twice mean cannot_redeem cc point properly would go elsewhere
neutral,0.6544,"@USAirways Yes, I get that. I’m asking: Specifically, what will you do with the feedback I’ve given you?",yes get ask specifically feedback give ?
positive,1.0,@united Thank you for the cheese platter and abundance of entertainment options. Time just flew by.,thank cheese platter abundance entertainment option time fly
negative,1.0,@AmericanAir especially during a death in the family and still no solution. 96 hours and counting...Thanks,especially death family still no_solution hour count thanks
positive,1.0,"@united flight ua3576, gate b1. And tell ray I somehow made it on to the 736 flight out of IAH and didn't have to wait for the 917 one. :)",flight ua gate b tell ray somehow make flight out iah did_not_have wait one
negative,1.0,@USAirways we're all standing here and no one is saying anything. I'll most likely be missing my flight to BWI AGAIN. http://t.co/JhaU4K48yv,stand no_one say anything likely miss flight bwi
positive,0.6638,"@USAirways Thanks. No DC yet, I see. I will keep that link and check back. Appreciate it!",thanks no_dc yet see keep link check back appreciate !
neutral,1.0,@VirginAmerica Need to start flying to @KCIAirport .  😊😀😃😄,need start fly smiling_face_with_smiling_eyes grinning_face grinning_face_with_big_eyes grinning_face_with_smiling_eyes
negative,0.6488,@AmericanAir How do I check? Reservation for Joe Watson and Kelsey Jennings. We were on hold for 2 hours. Waiting for call back now. ETA?,check ? reservation joe watson kelsey jennings hold hour wait call back eta ?
negative,1.0,@JetBlue - In CA for the weekend to attend a training camp; thanks for sending all my gear to FL; looks like this trip is a waste #nothappy,ca weekend attend training camp thanks send gear fl look like trip waste nothappy
negative,1.0,@united RTB&gt;IAH 2/17 First class. My wife (Global Services) and I had headaches due to our neighbors smoking e cigarettes. Contact me pls,rtb gt iah first class wife global service headache due neighbor smoke e cigarette contact pls
negative,1.0,"@AmericanAir
 Your response could have made all the difference. It could have made the situation better. NO TRUST...GET LOST like my bag.",response could make difference could make situation better no_trust get lose like bag
neutral,0.6814,@united its available online I just can't figure out how to do it to guarantee same flight,available online cannot_figure out guarantee flight
positive,0.6561,“@united: @d_goodspeed We will follow up with our Maintenance team. Thanks for the tweet. ^KP” THANK YOU!  United Cares!,follow up maintenance team thanks tweet kp thank ! united care !
neutral,1.0,@AmericanAir Of course you are because that's your companies job! You guys failed at it in the first place. Upgrade me and then we'll talk.,course company job ! guy fail first place upgrade talk
negative,0.6771,"@united thanks for the link, now finally arrived in Brussels, 9 h after schedule...",thanks link finally arrive brussels h schedule
negative,1.0,@united no because you will charge me or delay me further. United 1612 still waiting.,no_because charge delay unite still wait
neutral,1.0,"@JetBlue Flight 1133 (N353JB) ""Blue La La"" departs @mco enroute to San Juan International Airport http://t.co/SWZm2fX3nu",flight n jb blue la la depart enroute san juan international airport
neutral,1.0,@JetBlue sent,sent
negative,1.0,@SouthwestAir this was the 3rd Cancelled Flightlation in 2 days due to weather in Nashville. 3 trips to the airport. Each time communicated Late Flight by SW,rd cancel flightlation day due weather nashville trip airport time communicate late flight sw
negative,1.0,"@AmericanAir why did flight 1636 get Cancelled Flightled? Waiting for a rep to rebook, but wondering if there will be other issues getting out.",flight get cancel flightled ? wait rep rebook wonder issue get out
negative,1.0,@AmericanAir Your people on the phone can't see those? And to have it be over $800 difference. That's a poor process then...,people phone cannot_see ? over difference poor process
negative,1.0,"@SouthwestAir Thanks for the terrible service! Stranded in MDW for 2 days, &amp; now can't find confirmation for rebooked flight from MKE.",thanks terrible service ! strand mdw day amp cannot_find confirmation rebooked flight mke
negative,1.0,@united Now about two dozen back in line to see a single CSR for reFlight Booking Problems final leg. (Kiosks on fritz.),two dozen back line see single csr reflight book problem final leg kiosk fritz
negative,1.0,@JetBlue I appreciate the credit for my troubles but the lack of personal response troubles me.,appreciate credit trouble lack personal response trouble
neutral,1.0,@USAirways Done,do
negative,1.0,"@JetBlue before departure, while people who are delayed get up to $200 to compensate their time..",departure people delay get up compensate time
negative,1.0,@SouthwestAir had to Cancelled Flight my flight because my Cavalli calves was interfering with the onboard equipment.,cancelled flight flight cavalli calf interfere onboard equipment
negative,1.0,"@AmericanAir is there something wrong with the website? no matter what flight I select, it says it's no longer available.",something wrong website ? no_matter flight select say no_longer available
positive,1.0,@united mechanical issue. Looks like they got it fixed! Thanks for your concern.,mechanical issue look like get fix ! thanks concern
positive,0.6701,"@JetBlue good to know, thanks so much!",good know thanks so much !
negative,0.691,"@SouthwestAir it'd be nice if I could get an answer, even a simple ""no"" would do; I just want to know. :)",would nice could get answer even simple no_would want know
neutral,0.3713,@USAirways @shivadelrahim what about upgrades?,upgrade ?
negative,1.0,"@SouthwestAir  Tried to leave Monday, all other planes left but mine. Now this one keeps getting delayed. Missed work. Have to pay for a cab",try leave monday plane leave mine one keep get delay missed work pay cab
neutral,0.6766,@SouthwestAir fortunately didn't have to. The flight took off on time.,fortunately did_not_have flight take off time
negative,1.0,@AmericanAir the group of minor children were broken up into groups. Some still in Miami. Delta has much better customer service!,group minor child break up group still miami delta much better customer service !
negative,1.0,@JetBlue just lost very loyal customers who use them 4-10 times a year.,lose very loyal customer use time year
neutral,1.0,@united workin on it. Waiting on him to reply.,workin wait reply
negative,1.0,"@USAirways Cancelled Flights flight Tampa to Philadelphia today due to runway conditions yet tonnes of USAirways flights landing there today, explain!",cancel flight flight tampa philadelphia today due runway condition yet tonnes usairways flight land today explain !
positive,1.0,"@AmericanAir great, thanks!",great thanks !
positive,0.6763,"@AmericanAir thank you, truly appreciate the help, just sent a DM",thank truly appreciate help send dm
neutral,1.0,"@JetBlue I want to enter the family pooling contest, it says ""by 2/19"" on the website, can I please enter still!",want enter family pool contest say website please enter still !
negative,1.0,@USAirways 😂. Passed frustrated 4 hours ago after being asked to get off the first plane I sat on for an hour.,face_with_tears_of_joy pass frustrated hour ago ask get off first plane sit hour
neutral,1.0,@SouthwestAir only 1 guest needs to change a flight on a reservation of 2. How can I do it? I NEED this to happen. Say it can...Please help!,guest need change flight reservation ? need happen say please help !
negative,1.0,@USAirways every single time i fly you guys i am delayed at least 30 minutes. Every time. On flight 5612 out of #CLT to nola.,every single time fly guy delay least minute every time flight out clt nola
positive,1.0,@USAirways Reservation agent on the phone did a great job.,reservation agent phone great job
negative,1.0,"@united So publicly you asked for details on my flt. Sent you a DM, like you asked, and have yet (2 days) to hear from you. #unitedfail",so publicly ask detail flt send dm like ask yet day hear unitedfail
negative,1.0,"@AmericanAir is there only one call centre? I know it's busy right now, really need to speak to agent not computer",one call centre ? know busy right really need speak agent not_computer
negative,1.0,@USAirways is the worst!! Still haven't left.. Everyone missing connections.,worst ! ! still have_not_left everyone miss connection
neutral,1.0,@united #LAX #sunrise UAL212 LAX-JFK,lax sunrise ual lax jfk
neutral,1.0,@SouthwestAir I knew I was correct! http://t.co/9eueYxAwcv,knew correct !
negative,1.0,@USAirways is really good at deferring responsibility.,really good deferring responsibility
positive,1.0,@JetBlue thanks for the quick response! Fingers crossed the plane gets here then,thanks quick response ! finger cross plane get
negative,0.355,@USAirways this travel day sucks but Malcome K at gate 39 rocks.  This guy is the brand you want to be. Replicate his approach and style.,travel day suck malcome k gate rock guy brand want replicate approach style
positive,0.632,@JetBlue saved the day:) @Expedia lost a costumer #jetblue #makingthingseasy #feelbetter,save day lose costumer jetblue makingthingseasy feelbetter
negative,1.0,@USAirways great job communicating to the passengers! Flight 1855 doesn't exist anymore? http://t.co/hLZaHXkdSn,great job communicate passenger ! flight does_not_exist anymore ?
negative,0.7044,@united  why is it so hard to add in meal preferences AFTER I booked tickets? I forgot to do it &amp; it's now impossible! I even called.,so hard add meal preference book ticket ? forget amp impossible ! even call
negative,1.0,@JetBlue I am less concerned about the delay than I am about not being notified until I looked at the board that my flight was delayed,less concerned delay not_being notify look board flight delay
positive,0.6594,"@AmericanAir Yay, thanks! Appreciate the help, I know it's NUTS right now with the cold and ice!",yay thanks ! appreciate help know nuts right cold ice !
negative,1.0,"@USAirways this has been my WORST flying experience with you guys, you need to do better",worst fly experience guy need better
positive,1.0,@JetBlue just DMed. thanks so much for addressing this so quickly.,dmed thanks so much address so quickly
neutral,1.0,.@JetBlue process begins 6:48,process begin
neutral,1.0,"@JetBlue's CEO #pilots among ardent fans, Wall Street - Poughkeepsie Journal http://t.co/FRhuXiB8II",ceo pilot among ardent fan wall street poughkeepsie journal
negative,1.0,@USAirways it was your fault the flight was delayed to begin with. I shouldn't have to check my bag if there's a bunch of space,fault flight delay begin should_not_have check bag bunch space
negative,1.0,@SouthwestAir thinks that a $100 voucher makes up for spending 4 hrs on a plane and landing at the same airport we took off from. Really?,think voucher make up spend hr plane land airport take off really ?
negative,1.0,@AmericanAir stiiiil waiting. Please respond as my flight leaves in 2 1/2 hrs,stiiiil wait please respond flight leave hr
negative,1.0,"@JetBlue Felt a bit like they were adding insult to injury, since we'll be in terminal 5 for seven hours until the next flight :/",felt bit like add insult injury since terminal seven hour next flight
negative,1.0,@JetBlue Why wasn't a $15 service credit voucher I received for tv not working accepted on my next flight for a pillow?,was_not_a service credit voucher receive tv not_working accept next flight pillow ?
